SkuId,SkuName,Prefix,PrefixRegex,Description,ParentSkuId,MsaId,Stem,ProductId,ProviderID,ResourcesHTML,CanEnforceLicense,IsVisibleUnlicensedSearch,IsActive,Valid,LastUpdatedDate,LastUpdatedUser,auditCreateDate,auditUpdateDate,IsHosted,LowGrade,HighGrade,Subject,SkuShortDescription,MarketDescription,ProductTaxTypeId
F6381C14-ABAB-4772-8FEB-01119C99CB57,TEACHINGpoint: Art's Essentials 5th Grade Teacher and Student eBook,ArtsEssentials-5th-Student,,"TEACHINGpoint instructional support materials are practical and accessible, with features designed to support teachers with new assignments and overworked, out-of-field, or veteran teachers looking for fresh resources.  Each course contains standard alignments, syllabus, pacing guide, detailed daily lesson plans, editable class notes (PowerPoint's), complete student book, editable assessments in an easy-to-use format, written by expert teachers of the subject, designed to reduce classroom prep.  Every course also includes subject-specific mentoring teacher access.  Art's Essentials is based on the Elements and Principles of Design. It is a multi media broad based curriculum with the goal of being on the exact specific skill level of each grade. This program will lay down the essential skills needed by teaching basic techniques in a variety of media. Above all, it is meant to develop well rounded, well educated, cultural citizens who can make a positive contribution to society.",,1,Tp_Art5_SKUstudent,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,360AACF8-8AB4-48D3-8124-D54A43A55EF0,,1,1,0,0,2011-09-21 11:12:05.707,0082299B-685E-44F9-95DB-6E00FB927471,2011-09-23 11:47:28.883,2015-07-01 19:43:48.933,0,,,,,,
6231CB91-C4DF-40AF-BB4A-014BC4EF092F,Inquiry for Grades K-8 Texas Edition,Proc2014 GK-8 Texas,,"Inquiry is a project-based approach to integrating core subject area instruction with digital literacy skills. A technology skills pre-test and supporting lessons are completed by the student before each project to help ensure their success. Students then complete the project by conducting research, creating digital media, and presenting their work to their peers. Students then reflect upon their learning in a final self-reflection assignment.",,1,SKU_TEKS_Inquiry,E65AE0EC-7A5D-44B5-BBBA-FC3230042B38,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,1,1,2024-06-17 08:21:44.917,AD0EE396-C141-492B-8D97-E08F0FB7DF55,2014-01-31 11:12:42.303,2025-04-27 18:00:22.137,1,,,,,,
D8895404-797D-4F9A-98C5-015C3D9377CD,One-Step Division Problems,One-Step Division Problems,,"Students reinforce the five-step procedure learned in the previous lesson. They solve word problems involving division of whole numbers, some of which have extraneous information.",,1,skillstutor_WPRL4,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
BD31A5B7-5F7B-40F8-90FD-015F040BC1D2,Ingredientes de la Materia,Ingredientes de la Materia,,,,1,elesapiens_Ingredientes_Materia_sku,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,B9E8C4E9-D45B-415C-87B7-58541860D94D,,1,1,0,0,2014-03-26 16:02:16.313,FCA1607C-58BF-4720-B95D-173C9545C48F,2014-06-25 17:55:08.083,2015-07-01 19:43:48.933,0,,,,,,
1B8BAA09-ED11-42BB-86BD-01686CE2736A,Math Drills Multiple Operations,Multiple Operations,,"The free math worksheets on this page include pages with multiple operations. Often when students have mastered an individual operation, mixing two or more operations up on a page challenge them to think more and be more adaptable. It also helps them to pay attention to detail.",,1,MTHD_SKU_MultiOp,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,FCCF79EE-B91D-4BE2-B757-493803F9AA60,,1,1,0,0,2012-03-15 09:59:52.133,A0123D57-912F-4087-9398-9418F4782D3F,2012-03-16 14:33:49.157,2015-07-01 19:43:48.933,1,,,,,,
31DE95B9-A807-4A3F-8449-018F9919498D,All About Numbers,All About Numbers,,"All About Numbers with Prof Haas. This App contains 5 fun, exciting, motivational mathematics games including two great retro games with a “Bongo” difference. Games are based upon random datasets, no two games will ever be the same.  ",,1,BongoLLP_AllAboutNumbers_150x150,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,40302E31-1B76-4DC9-9235-354AD77E38FB,,1,1,0,0,2013-04-22 15:46:52.880,82DEEECF-047A-4466-A60B-E7369504DF34,2013-03-29 12:09:22.900,2015-07-01 19:43:48.933,0,,,,,,
1AEB068F-2EE3-42A0-A3A4-0192BF6A52F3,21st Century Skills Assessment MS 12/13 w/proj,21CSA-MS-12/13-PRJ,,21st Century Skills Assessment with project for Middle School students for the 2012-2013 school year,,2,21CSA-sku-icons-student,A34899CC-8F25-480D-BFAA-A99D4E8696CF,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2010-05-13 11:37:29.540,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-05-13 11:37:29.540,2020-06-12 16:22:43.097,0,,,,,,
520F9A7F-B66A-40BF-8AE5-01967336C4C7,21st Century Skills Assessment MS 09/10,21CSA-MS-09/10,,21st Century Skills Assessment for Middle School students for the 2009-2010 school year,,2,21CSA-sku-icons-student,A34899CC-8F25-480D-BFAA-A99D4E8696CF,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2009-04-01 13:41:27.617,2B74C1F2-D776-4604-8972-ED8DEB83591A,2009-04-01 13:41:27.617,2020-06-12 16:22:43.097,0,,,,,,
2EB3A126-47FC-461C-8943-019C63ADB25E,USA Today Grade 6,USA Today G6,,"Grade 6 Science Premium Learning.com is a teacher-guided instructional tool consisting of standards-aligned student and teacher resources that includes content from the leading publishers of interactive, engaging, digital science content. The supplemental curriculum fills identified gaps with robust, digital content that increases students' understanding of prescribed curriculum. In addition to Premium content, this edition also includes Learning.com’s Grade 6 Science Standard Edition content.  Standard Edition resources include curated content from the world's preeminent scientific, educational, and cultural institutions.  The supplemental curriculum is anchored by Learning.com’s Sky Digital Learning Environment – a learning platform shaped and tested through eleven years of partnership and usage by millions of students. Enhancing Learning.com’s Grade 6 Science Premium content, Sky provides a powerful delivery, content management and customization platform. ",,2,USA-Today-grade6,281A5BE5-D298-4AF4-B495-2C6E1E070BD8,9AC58BF6-F197-429C-BA96-90B9E626C46C,,1,0,0,0,2011-04-28 14:04:44.187,A2CA149B-1658-4637-B7AB-792327DB89F3,2011-04-28 14:04:44.187,2015-07-01 19:43:48.933,0,,,,,,
ACF55096-4A3E-46BC-B383-01E8D6C71F07,Waterford Elements: Alphabet and Counting,Alphabet and Counting,,"Each day, Waterford Early Learning™ helps more than a million preschool through second grade students build the foundation for a lifetime of learning through comprehensive reading, math and science curricula proven to meet each child's unique learning needs.  Waterford Elements™ presents dozens of Waterford books and songs to capture each child's imagination and give teachers effective tools to instruct, reinforce, practice, and review core reading and math skills",,1,Waterford_SKU_AlphaCounting,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,A5CB907A-2F08-49D6-97F8-4F216AA7137B,,1,1,0,0,2011-08-15 10:06:28.210,BDF7C8D6-8150-4D76-B4E4-16E2F1D9C674,2011-09-23 14:09:25.657,2015-07-01 19:43:48.933,1,,,,,,
0C3600C9-6904-454F-A0D6-01FEF5E55C08,"Unidades Educativas Elesapiens ",,,"Las Unidades Didácticas Elesapiens combinan el cartoon y el entretenimiento con los contenidos curriculares. Esta Unidad contiene recursos educativos digitales (vídeos, juegos y actividades on-line) y recursos basados en la experimentación (actividades off-line, proyectos y actividades en grupo, experimentos), proporcionando una experiencia educativa completa y satisfactoria para alumnos y profesores.  Estos contenidos están alineados con el currículum y refuerzan habilidades y valores como el pensamiento crítico,  el trabajo en equipo, la solidaridad y la responsabilidad social.",,1,elesapiens_ciencia_sku,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,B9E8C4E9-D45B-415C-87B7-58541860D94D,,1,0,0,0,2014-03-26 16:02:16.313,FCA1607C-58BF-4720-B95D-173C9545C48F,2014-06-25 17:55:08.083,2015-07-01 19:43:48.933,0,,,,,,
02C9F35A-8140-4CFA-BBC6-021AA2F70C45,USA TODAY Print Edition 2 Day 34 Weeks 30 Copies Tuesday Thursday,Print 2d 34wk 30 copies TTH,,"This product is only available for purchase as a site license. Only coordinators can purchase at this time. If you wish to purchase this product, please contact us on marketplace@learning.com for details. USA TODAY is the USA's only national general interest newspaper.  By using USA TODAY, students develop higher-order thinking skills such as application, analysis, synthesis and evaluation to arrive at new solutions. Current, ""real world"" information reinforces concepts and motivates students to learn.",,1,USATODAY-print_2d34wk30c_TuesThurs,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,9AC58BF6-F197-429C-BA96-90B9E626C46C,,1,1,0,0,2011-07-29 12:32:05.350,7DAC3377-CCE1-49C2-A172-7FCF3CB33463,2011-07-29 12:32:05.350,2015-07-01 19:43:48.933,1,,,,,,
C6EC38F9-5231-4320-8260-0221B01C129C,Earth and Space,Earth and Space,,"In this lesson, students will learn how day and night are caused by the spinning of the earth on an imaginary line called an axis.",,1,skillstutor_EARL3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
43322849-8C21-4E58-8E27-0248173ECEBC,How to Publish a Quiz Using Google Forms,Quizzes Using Google Forms,,Learn how to use the free service called Google Forms to create quizes and other forms in the classroom.,,1,TCEA_SKU_GoogleQuiz,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,D1E7292F-31A1-4110-B39D-C6FDE69AE3EC,resources,1,1,0,0,2012-07-27 14:26:47.740,A4FBEEF3-16E5-4B15-9764-2A32AC36F46F,2011-12-02 11:14:50.147,2015-07-01 19:43:48.933,0,,,,,,
ED91A9D4-6697-45D7-AB7C-027419D9864D,21st Century Skills Assessment Elementary 18/19 w/proj,21CSA-EL-18/19-PRJ,,21st Century Skills Assessment with project for Elementary School students for the 2018-2019 school year,,2,21CSA-sku-icons-student,A34899CC-8F25-480D-BFAA-A99D4E8696CF,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2013-07-17 10:55:32.037,118995DA-3CD4-425F-AA79-81E26A583620,2013-07-17 10:55:32.037,2020-06-12 16:22:43.097,1,,,,,,
7DEBB55B-1069-4D93-96F4-0286281D8380,Distance-Rate-Time Problems,Distance-Rate-Time Problems,,"Students learn to solve equations using the formula d = r x t to solve word problems that involve distance or flow, rate or speed, and time.",,1,skillstutor_IALL15,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
6F537A49-6486-4851-8204-02A233D4697F,SC : Rocks - iTLM,SC_ESU1iTLM02,,"One day children examine fossils, another day they might test minerals. As children collect, examine, describe, and experiment with rocks, minerals and fossils, they hone their observation skills and begin to unravel the puzzle of what rocks are and how they are formed.<br><br>Download: <a href='http://flash.learning.com/content/ScienceCompanion/Rocks_iTLM.zip'>Rocks_iTLM.zip</a><br><br>",,2,SC_ESU1iTLM02_SKU_icon,D6BCF4E6-7B04-4720-A558-2A9C0E2A28A5,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,1,0,2010-07-01 15:11:05.040,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-07-01 15:11:05.040,2015-04-24 16:10:13.963,0,,,,,,
49174466-A09B-46B0-A05A-0302DCEE06BC,Digital Science Online: Primary Edition,Digital Science Online,,"Provide quality, educationally exciting science content to your students in Grades K-3. Colorful, closed-captioned, full-length videos, indexed video clips, original animations, annotated images, printable assessments, labs, vocabulary and reading activities and searchable content. Use existing classroom technology - PC and Mac compatible; LCD projectors; digital whiteboards, iPads and handheld devices; connect at school or at home. Simple, time-saving, and cost-effective.<p>If purchasing multiple subscriptions please note that there are unique login credentials for each product.",,1,visual_learning_systems_dso_primary,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,7E435AE1-84C8-45EF-A3D7-B5C46DCDDDA2,,1,0,0,0,2013-08-28 10:27:14.083,867BC2B1-D0E9-4A64-85FA-055936006CC7,2012-12-11 16:43:47.743,2015-07-01 19:43:48.933,0,,,,,,
BC8DB360-2B93-4323-8F2E-0307EF24810C,Addition of Like Fractions,Addition of Like Fractions,,"Students learn the terms ""numerator"" and ""denominator,"" and the meaning of like fractions. They learn to add like fractions by adding their numerators, and to simplify the sum if possible.",,1,skillstutor_CMPL9,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
714FC2FC-78E8-4937-9709-034B35373DD5,Extinction,Extinction,,"Find out how to remove a reinforcer to reduce or end your students' unwanted behaviors. ",,1,ats_extinction_sku,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5B9784C4-F18E-4516-A6C2-37FA0A2E3F95,resources,1,0,0,0,2014-08-11 14:13:45.127,B60FEFC9-FCA6-4C43-B174-D3051BF6A631,2012-03-13 11:23:59.460,2015-07-01 19:43:48.933,0,,,,,,
EE89C4CB-4066-43FD-AD92-038C21361DDC,Geometry and Architecture,Geometry and Architecture,,"Will the concepts you learn in geometry class ever be useful to you in the real world?! Architects live and breathe geometry, and some of the most important landmarks in world history demonstrate the greatest applications of geometric principles. This video-based course presents a different perspective, offering an interdisciplinary approach to geometry, as well as an aesthetic understanding of architectural landmarks from around the world. The use of geometry software deepens a student’s understanding of key concepts.",,1,zulama_Geometry_sku,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,2E50783B-169C-481E-8748-41295DF73780,,1,1,0,0,2012-07-18 15:49:25.170,DA96E9DD-5686-4A2F-B414-9E5641989B7B,2012-05-31 12:47:04.860,2015-07-01 19:43:48.933,0,,,,,,
041A6232-71B2-4CBD-A061-039E1340C0CF,Identifying the Roots of Words,Identifying the Roots of Words,,Students use Latin origins to identify the meanings of English words.,,1,skillstutor_VOCL6,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
F8923C43-CDEE-4CDF-9994-03B6D319FE22,Demo - Assessment Interactive Questions,DEMO-21CSA-T-PRE,,Demo interactive assessment questions,,2,21CSA-sku-icons-student,281A5BE5-D298-4AF4-B495-2C6E1E070BD8,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2013-08-30 18:02:23.863,,2013-08-30 18:02:23.863,2020-06-12 16:22:43.097,1,,,,,,
5C927E5E-875D-44CB-A2B6-03D54CB0B227,NETS-T PD,NETS-T PD Texas 2012-1013,,"NETS-T PD contains a growing collection of items that can be used by teachers for PD to prepare them to implement the NETS-T 2008 standards. ",,2,NETS-T-PD,DFD253EE-1436-4BCD-9990-FE05F2330FED,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2011-01-18 11:43:06.627,A2CA149B-1658-4637-B7AB-792327DB89F3,2012-03-28 13:58:02.567,2020-06-12 16:22:43.097,0,,,,,,
FAE5803A-2372-4FF5-897F-03E5A2A90A17,Circle Graphs A,Circle Graphs A,,"Students work through questions that require them to interpret circle graphs. Each circle graph is divided into three or four sections and represents up to 12 observations. The sections are labeled with whole numbers. Some questions ask students to click on the section of the graph showing ""the least"" for ""the most."" Other questions ask students to type a fraction to indicate ""what part"" of the circle a given section represents.",,1,skillstutor_CSM_A_U5_L5,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
EF05B45C-7C05-41F5-94A6-03E77B8DF56C,Introduction to Engineering,Intro2Eng,,"Introduction to Engineering high school curriculum provides engaging, digital content that increases students’ understanding of technology engineering. The content includes educational videos, simulations, activities, games, interactives, lessons, and assessments.",,2,Intro2Eng,B6AC039F-CE09-4EDA-9048-D55A63910B4E,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,1,1,0,2011-10-07 17:28:47.117,DA8BB529-C475-4327-9DBB-156EEF9857C2,2011-10-07 17:28:47.117,2015-04-24 16:46:48.787,1,,,,,,
C4F6F386-3638-41F6-919F-03E8E474837F,21st Century Skills Assessment Elem 12/13 w/proj,21CSA-EL-12/13-PRJ,,21st Century Skills Assessment with project for Elementary School students for the 2012-2013 school year,,2,21CSA-sku-icons-student,A34899CC-8F25-480D-BFAA-A99D4E8696CF,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2010-05-13 11:41:47.880,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-05-13 11:41:47.880,2020-06-12 16:22:43.097,0,,,,,,
50D3C192-CF8B-44DE-87BE-044E428ED686,"Daily Warm-Ups: Pre-Algebra for Texas Essential Knowledge and Skills (TEKS), G6 - 9",Warm Up PreAlg G6-9,,"Daily Warm-Ups: Pre-Algebra for Texas Essential Knowledge and Skills, G6-9 is packed with more than 100 ten-minute activities directly addressing TEKS standards. Choose the activity that best suits your lesson plan for the day. The activities are great for starting class or making a transition. Set your class on the right path with these warm-up problems, prompts, and brain benders. Correlated to the following strands: <ul><li>Number, Operation, and Quantitative Reasoning </li><li>Patterns, Relationships, and Algebraic Thinking </li><li>Measurement </li><li>Probability and Statistics</li></ul>",,1,Walch_product_icon_069427,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,02FF73E4-3AFC-47D6-96DF-560A2187A8DE,,1,1,0,0,2012-11-01 16:23:26.897,7A1648B4-55BC-4498-B20E-A3155E9EFC12,2012-08-23 12:23:05.540,2015-07-01 19:43:48.933,0,,,,,,
33069121-FDBE-49F8-B109-0466B4A66D7F,DOGOnews,DOGONews,,"DOGOnews is a leading source of content for Common Core State Standards ELA, science and social studies.",,1,Dogo_150x150,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,8CD9C25B-0C02-4908-9672-7D9575D74DE5,,1,1,0,0,2012-11-01 14:43:57.600,90763D97-82D9-4A80-9A7D-A548E0258A8B,2012-10-02 16:21:07.127,2015-07-01 19:43:48.933,0,,,,,,
B50B28F6-9476-4C4B-AE12-048ABF855DA8,R-Controlled Vowels 1 C,R-Controlled Vowels 1 C,,Students practice spelling words with short vowel sounds followed by r.,,1,skillstutor_CSLA_C_U4_L1,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
