"id","qualified_api_name","fivetran_index","durable_id","last_modified_date","last_modified_by_id","namespace_prefix","developer_name","master_label","label","plural_label","default_compact_layout_id","is_customizable","is_apex_triggerable","is_workflow_enabled","is_process_enabled","is_compact_layoutable","deployment_status","key_prefix","is_custom_setting","is_deprecated_and_hidden","is_replicateable","is_retrieveable","is_search_layoutable","is_searchable","is_triggerable","is_id_enabled","is_ever_creatable","is_ever_updatable","is_ever_deletable","is_feed_enabled","is_queryable","is_mru_enabled","detail_url","edit_url","new_url","edit_definition_url","help_setting_page_name","help_setting_page_url","running_user_entity_access_id","publisher_id","is_layoutable","internal_sharing_model","external_sharing_model","has_subtypes","is_subtype","is_auto_activity_capture_enabled","is_interface","implements_interfaces","implemented_by","extends_interfaces","extended_by","default_implementation","_fivetran_deleted","_fivetran_synced"
"000000000000000AAA",ProcessExceptionShare,1155,ProcessExceptionShare,,,,ProcessExceptionShare,Process Exception Share,Process Exception Share,Process Exception Share,,false,false,false,false,false,,"02c",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/02c/e,,,,ProcessExceptionShare.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:36.608 -0700
"000000000000000AAA",ChangeRequestChangeEvent,202,ChangeRequestChangeEvent,,,,ChangeRequestChangeEvent,Change Request Change Event,Change Request Change Event,Change Request Change Event,,false,true,false,false,false,,"1CE",false,false,false,true,false,false,true,false,true,true,true,false,false,false,/{ID},/{ID}/e,/1CE/e,,,,ChangeRequestChangeEvent.005UZ00000BrdXxYAJ,CDC,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:32.479 -0700
"000000000000000AAA",EventLogFile,475,EventLogFile,,,,EventLogFile,Event Log File,Event Log File,Event Log Files,,false,false,false,false,false,,"0AT",false,false,false,true,false,false,false,true,true,false,true,false,true,false,/{ID},/{ID}/e,/0AT/e,,,,EventLogFile.005UZ00000BrdXxYAJ,EventLogFiles,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:34.403 -0700
"000000000000000AAA",CustomHttpHeader,340,CustomHttpHeader,,,,CustomHttpHeader,Custom HTTP Header,Custom HTTP Header,Custom HTTP Headers,,false,false,false,false,false,,"0XH",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/0XH/e,,,,CustomHttpHeader.005UZ00000BrdXxYAJ,System,true,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:32.877 -0700
"000000000000000AAA",EventRelayFeedback,481,EventRelayFeedback,,,,EventRelayFeedback,Event Relay Feedback,Event Relay Feedback,Event Relay Feedbacks,,false,true,false,false,false,,"7k4",false,false,true,true,false,false,true,true,true,true,true,false,true,false,/{ID},/{ID}/e,/7k4/e,,,,EventRelayFeedback.005UZ00000BrdXxYAJ,System,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:34.410 -0700
"000000000000000AAA",SurveyShare,1312,SurveyShare,,,,SurveyShare,Survey Share,Survey Share,Survey Share,,false,false,false,false,false,,"02c",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/02c/e,,,,SurveyShare.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:37.972 -0700
"000000000000000AAA",DataUseLegalBasisChangeEvent,407,DataUseLegalBasisChangeEvent,,,,DataUseLegalBasisChangeEvent,Data Use Legal Basis Change Event,Data Use Legal Basis Change Event,Data Use Legal Basis Change Event,,false,true,false,false,false,,"1CE",false,false,false,true,false,false,true,false,true,true,true,false,false,false,/{ID},/{ID}/e,/1CE/e,,,,DataUseLegalBasisChangeEvent.005UZ00000BrdXxYAJ,CDC,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:34.328 -0700
"000000000000000AAA",ConsumptionSchedule,261,ConsumptionSchedule,,,,ConsumptionSchedule,Consumption Schedule,Consumption Schedule,Consumption Schedules,ConsumptionSchedule.SYSTEM,true,true,true,true,true,,"0Mh",false,false,true,true,true,true,true,true,true,true,true,false,true,true,/{ID},/{ID}/e,/0Mh/e,,,,ConsumptionSchedule.005UZ00000BrdXxYAJ,System,true,Read,Read,false,false,false,false,,,,,,false,2025-04-14 08:28:32.665 -0700
"000000000000000AAA",ServiceResource,1243,ServiceResource,,,,ServiceResource,Service Resource,Service Resource,Service Resources,ServiceResource.SYSTEM,true,true,true,true,true,,"0Hn",false,false,true,true,true,true,true,true,true,true,false,false,true,true,/{ID},/{ID}/e,/0Hn/e,,,,ServiceResource.005UZ00000BrdXxYAJ,System,true,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:37.942 -0700
"000000000000000AAA",DataUsePurposeHistory,412,DataUsePurposeHistory,,,,DataUsePurposeHistory,Data Use Purpose  History,Data Use Purpose  History,Data Use Purpose  History,,false,false,false,false,false,,"017",false,false,true,true,false,false,false,true,true,false,true,false,true,false,/{ID},/{ID}/e,/017/e,,,,DataUsePurposeHistory.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:34.329 -0700
"000000000000000AAA",WorkStepTemplate,1464,WorkStepTemplate,,,,WorkStepTemplate,Work Step Template,Work Step Template,Work Step Templates,WorkStepTemplate.SYSTEM,true,true,true,true,true,,"4L0",false,false,true,true,true,true,true,true,true,true,true,false,true,true,/{ID},/{ID}/e,/4L0/e,,,,WorkStepTemplate.005UZ00000BrdXxYAJ,System,true,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:38.014 -0700
"000000000000000AAA",SBQQ__ProductAttributeSet__ChangeEvent,944,"01I41000002TCbj.ChangeEvent",,,SBQQ,ProductAttributeSet__ChangeEvent,Change Event: Product Attribute Set,Change Event: Product Attribute Set,Change Event: Product Attribute Set,,false,true,false,false,false,,"1CE",false,false,false,true,false,false,true,false,true,true,true,false,false,false,/{ID},/{ID}/e,/1CE/e,,,,"01I41000002TCbj.ChangeEvent.005UZ00000BrdXxYAJ",CDC,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:36.502 -0700
"000000000000000AAA",ExternalEventMapping,503,ExternalEventMapping,,,,ExternalEventMapping,External Event Mapping,External Event Mapping,External Event Mappings,,false,false,true,true,false,,"08N",false,false,true,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/08N/e,,,,ExternalEventMapping.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:34.422 -0700
"000000000000000AAA",PermissionSetAssignment,1111,PermissionSetAssignment,,,,PermissionSetAssignment,Permission Set Assignment,Permission Set Assignment,Permission Set Assignments,,false,false,false,false,false,,"0Pa",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/0Pa/e,,,,PermissionSetAssignment.005UZ00000BrdXxYAJ,System,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:36.606 -0700
"000000000000000AAA",AssetTokenEvent,81,AssetTokenEvent,,,,AssetTokenEvent,Asset Token Event,Asset Token Event,Asset Token Events,,false,true,false,false,false,,"0Li",false,false,false,false,false,false,true,false,true,false,false,false,false,false,/{ID},/{ID}/e,/0Li/e,,,,AssetTokenEvent.005UZ00000BrdXxYAJ,System,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:32.389 -0700
"000000000000000AAA",UserDefinedLabelAssignmentShare,1386,UserDefinedLabelAssignmentShare,,,,UserDefinedLabelAssignmentShare,Label Assignment Share,Label Assignment Share,Label Assignment Share,,false,false,false,false,false,,"02c",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/02c/e,,,,UserDefinedLabelAssignmentShare.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:37.990 -0700
"000000000000000AAA",SurveyQuestion,1303,SurveyQuestion,,,,SurveyQuestion,Survey Question,Survey Question,Survey Questions,SurveyQuestion.SYSTEM,false,true,false,false,true,,"0Ku",false,false,true,true,false,false,true,true,false,false,false,false,true,false,/{ID},/{ID}/e,/0Ku/e,,,,SurveyQuestion.005UZ00000BrdXxYAJ,System,true,ControlledByParent,ControlledByParent,false,false,false,false,,,,,,false,2025-04-14 08:28:37.971 -0700
"000000000000000AAA",QuickTextUsageShare,975,QuickTextUsageShare,,,,QuickTextUsageShare,Quick Text Usage Share,Quick Text Usage Share,Quick Text Usage Share,,false,false,false,false,false,,"02c",false,false,false,true,false,false,false,true,true,true,true,false,true,false,/{ID},/{ID}/e,/02c/e,,,,QuickTextUsageShare.005UZ00000BrdXxYAJ,System,false,Private,Private,false,false,false,false,,,,,,false,2025-04-14 08:28:36.575 -0700
"000000000000000AAA",ContentFolderChangeEvent,303,ContentFolderChangeEvent,,,,ContentFolderChangeEvent,Content Folder Change Event,Content Folder Change Event,Content Folder Change Event,,false,true,false,false,false,,"1CE",false,false,false,true,false,false,true,false,true,true,true,false,false,false,/{ID},/{ID}/e,/1CE/e,,,,ContentFolderChangeEvent.005UZ00000BrdXxYAJ,CDC,false,ReadWrite,ReadWrite,false,false,false,false,,,,,,false,2025-04-14 08:28:32.697 -0700
